page_unit,domain,risk,title,tags,terms,learning_focus
394,Question Language,medium-review,Page Unit 394: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
395,Pharmacology Safety,high-review,Page Unit 395: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
396,Maternal-Child Safety,high-review,Page Unit 396: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
397,Mental Health Communication,high-review,Page Unit 397: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
398,Safety and Infection Control,high-review,Page Unit 398: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
399,NGN Case Reasoning,high-review,Page Unit 399: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
400,OSCE Transition,medium-review,Page Unit 400: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
401,Priority and Delegation,medium-review,Page Unit 401: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
402,Question Language,medium-review,Page Unit 402: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
403,Pharmacology Safety,high-review,Page Unit 403: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
404,Maternal-Child Safety,high-review,Page Unit 404: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
405,Mental Health Communication,high-review,Page Unit 405: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
406,Safety and Infection Control,high-review,Page Unit 406: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
407,NGN Case Reasoning,high-review,Page Unit 407: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
408,OSCE Transition,medium-review,Page Unit 408: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
409,Priority and Delegation,medium-review,Page Unit 409: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
410,Question Language,medium-review,Page Unit 410: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
411,Pharmacology Safety,high-review,Page Unit 411: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
412,Maternal-Child Safety,high-review,Page Unit 412: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
413,Mental Health Communication,high-review,Page Unit 413: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
414,Safety and Infection Control,high-review,Page Unit 414: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
415,NGN Case Reasoning,high-review,Page Unit 415: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
416,OSCE Transition,medium-review,Page Unit 416: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
417,Priority and Delegation,medium-review,Page Unit 417: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
418,Question Language,medium-review,Page Unit 418: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
419,Pharmacology Safety,high-review,Page Unit 419: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
420,Maternal-Child Safety,high-review,Page Unit 420: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
421,Mental Health Communication,high-review,Page Unit 421: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
422,Safety and Infection Control,high-review,Page Unit 422: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
423,NGN Case Reasoning,high-review,Page Unit 423: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
424,OSCE Transition,medium-review,Page Unit 424: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
425,Priority and Delegation,medium-review,Page Unit 425: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
426,Question Language,medium-review,Page Unit 426: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
427,Pharmacology Safety,high-review,Page Unit 427: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
428,Maternal-Child Safety,high-review,Page Unit 428: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
429,Mental Health Communication,high-review,Page Unit 429: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
430,Safety and Infection Control,high-review,Page Unit 430: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
431,NGN Case Reasoning,high-review,Page Unit 431: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
432,OSCE Transition,medium-review,Page Unit 432: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
433,Priority and Delegation,medium-review,Page Unit 433: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
434,Question Language,medium-review,Page Unit 434: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
435,Pharmacology Safety,high-review,Page Unit 435: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
436,Maternal-Child Safety,high-review,Page Unit 436: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
437,Mental Health Communication,high-review,Page Unit 437: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
438,Safety and Infection Control,high-review,Page Unit 438: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
439,NGN Case Reasoning,high-review,Page Unit 439: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
440,OSCE Transition,medium-review,Page Unit 440: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
441,Priority and Delegation,medium-review,Page Unit 441: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
442,Question Language,medium-review,Page Unit 442: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
443,Pharmacology Safety,high-review,Page Unit 443: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
444,Maternal-Child Safety,high-review,Page Unit 444: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
445,Mental Health Communication,high-review,Page Unit 445: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
446,Safety and Infection Control,high-review,Page Unit 446: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
447,NGN Case Reasoning,high-review,Page Unit 447: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
448,OSCE Transition,medium-review,Page Unit 448: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
449,Priority and Delegation,medium-review,Page Unit 449: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
450,Question Language,medium-review,Page Unit 450: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
451,Pharmacology Safety,high-review,Page Unit 451: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
452,Maternal-Child Safety,high-review,Page Unit 452: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
453,Mental Health Communication,high-review,Page Unit 453: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
454,Safety and Infection Control,high-review,Page Unit 454: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
455,NGN Case Reasoning,high-review,Page Unit 455: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
456,OSCE Transition,medium-review,Page Unit 456: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
457,Priority and Delegation,medium-review,Page Unit 457: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
458,Question Language,medium-review,Page Unit 458: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
459,Pharmacology Safety,high-review,Page Unit 459: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
460,Maternal-Child Safety,high-review,Page Unit 460: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
461,Mental Health Communication,high-review,Page Unit 461: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
462,Safety and Infection Control,high-review,Page Unit 462: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
463,NGN Case Reasoning,high-review,Page Unit 463: NGN 病例推理 / NGN Case Reasoning,ngn; clinical_judgment; cue_recognition,recognize cues; analyze cues; take action; evaluate outcomes; trend,NGN 長病例要讀成時間線。不要把所有資料看成同等重要，先找變化，再找主要風險，再選行動與評估結果。
464,OSCE Transition,medium-review,Page Unit 464: OSCE 轉換 / OSCE Transition,osce_transition; communication; clinical_judgment,assessment; escalation; handover; reassessment; documentation,"如果能選對但說不出理由，OSCE 仍有風險。每道錯題都要練一句英文：I am concerned about..., I would assess..., I would escalate..."
465,Priority and Delegation,medium-review,Page Unit 465: 優先順序與委派 / Priority and Delegation,prioritization; delegation_scope; safety,priority; first action; unstable client; RN assessment; delegate,這類題的核心不是哪個選項也正確，而是哪個行動最先保護安全。看到 first、priority、new、sudden、worsening，要先找不穩定線索。
466,Question Language,medium-review,Page Unit 466: 題幹語言 / Question Language,english_wording; test_strategy,requires follow-up; further teaching; expected finding; contraindicated; most appropriate,題幹詞控制答題方向。requires follow-up 是找異常或不安全；needs further teaching 是找病人錯誤理解；first 是找最先行動。
467,Pharmacology Safety,high-review,Page Unit 467: 藥理安全 / Pharmacology Safety,pharmacology; knowledge_gap; safety,adverse effect; toxicity; monitor; bleeding risk; patient teaching,藥理題不要只背用途。先問這個藥最怕什麼 harm，需要監測什麼，病人哪句話顯示危險誤解。
468,Maternal-Child Safety,high-review,Page Unit 468: 產兒安全 / Maternal-Child Safety,maternal_safety; cue_recognition; prioritization,heavy lochia; boggy uterus; late decelerations; newborn distress; per protocol,產兒題不是只背週數。先看母體、胎兒或新生兒是否正在失去穩定：出血、胎心、呼吸、血糖、感染與高血壓危象。
469,Mental Health Communication,high-review,Page Unit 469: 精神健康與溝通 / Mental Health Communication,therapeutic_communication; mental_health; safety,therapeutic communication; false reassurance; suicidal ideation; reflection; open-ended question,治療性溝通不是日常安慰。遇到自傷他傷風險，直接評估安全；遇到妄想，不爭辯也不強化妄想。
470,Safety and Infection Control,high-review,Page Unit 470: 安全與感染控制 / Safety and Infection Control,safety_infection; cue_recognition,standard precautions; airborne; contact; aspiration; sepsis,安全題先問 harm 來源：跌倒、誤吸、出血、感染傳播、低氧、敗血症或管路損傷。感染控制先問傳播途徑。
